location,landarea,aptarea,minprice,winprice,result,time
서울특별시 금천구 시흥동 113-12 206호 외 아파트,0.0,18.07,4256900000,-,유찰,2025-09-01 09:00
서울특별시 구로구 고척동 339 고척파크푸르지오 104동 802호 아파트,67.837,84.94,1017000000,-,유찰,2025-08-27 09:00
서울특별시 금천구 시흥동 113-12 206호 외 아파트,0.0,18.07,4481000000,-,유찰,2025-08-27 09:00
서울특별시 서대문구 홍제동 322-138 아파트 19개 호실(일괄매각),1037.3,1579.13,9490000000,-,"유찰
 (수의계약가능)",2025-08-25 10:00
서울특별시 강서구 화곡동 1175 화곡더리브스카이 제201호 아파트,0.0,55.85,365000000,-,유찰,2025-08-25 09:00
서울특별시 강서구 화곡동 1175 화곡더리브스카이 제202호 아파트,0.0,55.85,361000000,-,유찰,2025-08-25 09:00
서울특별시 강서구 화곡동 1175 화곡더리브스카이 제203호 아파트,0.0,55.85,361000000,-,유찰,2025-08-25 09:00
서울특별시 강서구 화곡동 1175 화곡더리브스카이 제204호 아파트,0.0,55.85,365000000,-,유찰,2025-08-25 09:00
서울특별시 강서구 화곡동 1175 화곡더리브스카이 제209호 아파트,0.0,30.26,189000000,-,유찰,2025-08-25 09:00
서울특별시 강서구 화곡동 1175 화곡더리브스카이 제210호 아파트,0.0,50.51,317000000,-,유찰,2025-08-25 09:00
서울특별시 강서구 화곡동 1175 화곡더리브스카이 제211호 아파트,0.0,50.51,317000000,-,유찰,2025-08-25 09:00
서울특별시 강서구 화곡동 1175 화곡더리브스카이 제301호 아파트,0.0,55.85,365000000,-,유찰,2025-08-25 09:00
서울특별시 강서구 화곡동 1175 화곡더리브스카이 제302호 아파트,0.0,55.85,361000000,-,유찰,2025-08-25 09:00
서울특별시 강서구 화곡동 1175 화곡더리브스카이 제303호 아파트,0.0,55.85,361000000,-,유찰,2025-08-25 09:00
서울특별시 강서구 화곡동 1175 화곡더리브스카이 제304호 아파트,0.0,55.85,365000000,-,유찰,2025-08-25 09:00
서울특별시 강서구 화곡동 1175 화곡더리브스카이 제305호 아파트,0.0,59.03,375000000,-,유찰,2025-08-25 09:00
서울특별시 강서구 화곡동 1175 화곡더리브스카이 제306호 아파트,0.0,59.03,375000000,-,유찰,2025-08-25 09:00
서울특별시 강서구 화곡동 1175 화곡더리브스카이 제307호 아파트,0.0,59.03,375000000,-,유찰,2025-08-25 09:00
